,the_geom,uid_merged,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,the_geom_webmercator,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,agencyjuris,datasource,dataname,dataurl,datadate,pgtable,facdomain
29488,0101000020E6100000A5C00298328652C08448861C5B4B4440,,94440,5306001.0,,Dongan Hills,,,Seaview Avenue,Staten Island,Staten Island,5.0,10304.0,40.588718,-74.096838,957354.0,153776.9999,,5033430001,502.0,50,9602,SI36,0101000020110F000088A3A29119775FC1DF237068CEE35241,Transportation,Parking Lots and Garages,Public Park and Ride Lot,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
30200,0101000020E6100000317E1AF7E67852C09ED1562591534440,,101728,5402060.0,,Cozine,900,Cozine Avenue,900 Cozine Avenue,Brooklyn,Brooklyn,3.0,11207.0,40.652867,-73.88909699999999,1015022.988,177153.00600000002,3098065,3044100001,305.0,42,110400,BK82,0101000020110F00007245CE2984605FC1E5C0336BFEEC5241,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
30240,0101000020E61000000EDDEC0F947E52C0335019FF3E4B4440,87461;87459;87469;87471;87473;87464;87460;87468;87467;87465;4498;87458,39820,5401012.0,,Coney Island,2556,Mc Donald Avenue,2556 Mc Donald Avenue,Brooklyn,Brooklyn,3.0,11223.0,40.58786,-73.977787,990419.6383,153450.3651,3412409,3072080040,313.0,47,30800,BK26,0101000020110F000085EE0B65286A5FC139B000F7AEE35241,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
30501,0101000020E61000009488F02F827C52C07F8978EBFC614440,,162580,,,East Promenade,40,River Road,40 River Road,New York,Manhattan,1.0,10044.0,40.765531,-73.94544599999999,999361.9999,218185.0,,1013730001,108.0,5,23802,MN31,0101000020110F000044FB4A59A4665FC1E342F9B326FD5241,Parks and Plazas,Parks,City-State Park,,,,,,,City Owned,Public,Roosevelt Island Operating Corporation,RIOC,RIOC: State,Roosevelt Island Operating Corporation,RIOC,NYCDEP;NYCDOE;NYCFDNY,NYCDCAS;RIOC,NYCDCAS: City Owned and Leased Properties;RIOC: Selected Facilities and Program Sites Database,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;RIOC: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,NYCDCAS: 2017-06-01;RIOC: 2015-03-01,dcas_facilities_colp;rioc_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
30546,0101000020E610000021753BFBCA7552C0A41820D1046C4440,172827,196020,5402068.0,,Westchester / Pelham,,,Waters Avenue,Bronx,Bronx,2.0,10461.0,40.843897,-73.840514,1028377.0,246771.9999,,2041380001,211.0,13,28400,BX37,0101000020110F0000E6F5C61A3C5B5FC1D50DEAEC67085341,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
30619,0101000020E61000002CEFAA07CC7C52C0506EDBF7A8614440,,114681,,,Manhattan Park Lawn,40,River Road,40 River Road,New York,Manhattan,1.0,10044.0,40.762969,-73.94995300000001,998114.0001,217250.9999,,1013730001,108.0,5,23801,MN31,0101000020110F000091682DC721675FC12F7CB990C8FC5241,Parks and Plazas,Parks,City-State Park,,,,,RIOC: 1.330,RIOC: Acres,City Owned,Public,Roosevelt Island Operating Corporation,RIOC,RIOC: State,Roosevelt Island Operating Corporation,RIOC,NYCDEP;NYCDOE;NYCFDNY,NYCDCAS;RIOC,NYCDCAS: City Owned and Leased Properties;RIOC: Selected Facilities and Program Sites Database,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;RIOC: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,NYCDCAS: 2017-06-01;RIOC: 2015-03-01,dcas_facilities_colp;rioc_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
30776,0101000020E6100000FA97A432C57C52C03D61890794614440,,114670,,,Rivercross Lawn,40,River Road,40 River Road,New York,Manhattan,1.0,10044.0,40.76233,-73.949536,998229.651,217018.0114,,1013730001,108.0,5,23801,MN31,0101000020110F00000166482C16675FC11FA92A16B1FC5241,Parks and Plazas,Parks,City-State Park,,,,,RIOC: 0.750,RIOC: Acres,City Owned,Public,Roosevelt Island Operating Corporation,RIOC,RIOC: State,Roosevelt Island Operating Corporation,RIOC,NYCDEP;NYCDOE;NYCFDNY,NYCDCAS;RIOC,NYCDCAS: City Owned and Leased Properties;RIOC: Selected Facilities and Program Sites Database,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;RIOC: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,NYCDCAS: 2017-06-01;RIOC: 2015-03-01,dcas_facilities_colp;rioc_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
31495,0101000020E6100000D3307C444C7D52C0C6F8307BD9684440,,151544,5302109001.0,,Manhattanville Depot,666,West  133 Street,666 West  133 Street,New York,Manhattan,1.0,10027.0,40.819137,-73.95778,995935.7884,237713.5778,1059934,1019990001,109.0,7,21900,MN06,0101000020110F0000C62D3A9AFB675FC1A5ABD039D9045341,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
31651,0101000020E6100000DE1D19ABCD7C52C0588FFB56EB644440,,111069,5302111002.0,,Tuskegee Airmen,1552,Lexington Avenue,1552 Lexington Avenue,New York,Manhattan,1.0,10029.0,40.788432,-73.950053,998080.9779,226527.8714,1086037,1016270001,111.0,5,16600,MN33,0101000020110F00001F439F8F24675FC1B0AAB05570005341,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
31653,0101000020E6100000BDE5EAC7268052C010CD3CB9A65E4440,,34442,5402099.0,,NYCT Facility,74,8 Avenue,74 8 Avenue,New York,Manhattan,1.0,10011.0,40.739463,-74.002367,983594.0,208683.0,,1006180005,102.0,3,7700,MN23,0101000020110F000069C6F673D46C5FC1E707C00869F95241,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
32268,0101000020E610000053B4722F307852C054FF209221574440,,156757,5303305002.0,,MaggieâS Trans,234,Logan Street,234 Logan Street,Brooklyn,Brooklyn,3.0,11208.0,40.680712,-73.877941,1018104.445,187301.6028,3092605,3041370039,305.0,37,117400,BK83,0101000020110F0000456E78B14D5F5FC1DAB3D60DFCF05241,Transportation,Bus Depots and Terminals,MTA Paratransit Vehicle Depot,,,,,,,,Non-public,Proprietary,Non-public,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
32900,0101000020E6100000685A6265348152C0A6ED5F5969584440,,21219,,,Colonels Row,1,Governors Island,1 Governors Island,New York,Manhattan,1.0,10004.0,40.690715000000004,-74.018823,979029.9999,190923.0001,,1000010010,101.0,1,500,MN99,0101000020110F0000CBDCDE6B9E6E5FC1FA664B2B6BF25241,Parks and Plazas,Parks,City-State Park,,,,,TGI: 2.000,TGI: Acres,,Public,Trust for Governors Island,TGI,TGI: City-State,Trust for Governors Island,TGI,,TGI,TGI: Selected Facilities and Program Sites Database,TGI: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,TGI: 2015-03-01,tgi_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
33211,0101000020E6100000A54DD53DB27C52C0AF963B33C1644440,111000,110945,5402057.0,,99th St.,1782,3 Avenue,1782 3 Avenue,New York,Manhattan,1.0,10029.0,40.787146,-73.948379,998544.7481,226059.7625,1051753,1016260040,111.0,5,16600,MN33,0101000020110F00002D124CF9F5665FC1831FBF1041005341,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
33576,0101000020E6100000757286E28E7B52C011381268B05F4440,,116181,5407002.0,,Sunnyside Yard,,,Skillman Avenue,Long Island City,Queens,4.0,11101.0,40.747571,-73.930596,1003480.6290000001,211644.36899999998,4551444,4002390001,402.0,26,17100,QN31,0101000020110F000068B43F1307655FC181403ADC92FA5241,Transportation,Rail Yards and Maintenance,Amtrak Yard,,,,,,,,Public,Amtrak,Amtrak,Amtrak: Federal,Amtrak,Amtrak,,Amtrak,Amtrak: Selected Facilities and Program Sites Database,Amtrak: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,Amtrak: 2015-03-01,amtrak_facilities_sfpsd,Core Infrastructure and Transportation
33634,0101000020E61000003A94A12AA67152C0B471C45A7C5A4440,,180189,5406003.0,,Hillside Support Facility,182-53,Liberty Avenue,182-53 Liberty Avenue,Saint Albans,Queens,4.0,11412.0,40.706920000000004,-73.775767,1046419.0,196905.9999,,,412.0,27,44400,QN61,0101000020110F000059412E3432545FC134C88304BEF45241,Transportation,Rail Yards and Maintenance,LIRR Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
33939,0101000020E6100000126BF129007952C0FC523F6F2A624440,,120372,5402081.0,,NYCT Facility,78-15,Grand Central Parkway Sr North,78-15 Grand Central Parkway Sr North,East Elmhurst,Queens,4.0,11370.0,40.76692,-73.890635,1014544.503,218705.4239,4449336,4010107501,401.0,22,31700,QN72,0101000020110F00008FB334F7AE605FC11749E1BD59FD5241,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
34100,0101000020E61000006AA510C8258052C0FBC9181F66534440,,121905,5302307001.0,,Jackie Gleason Depot,871,5 Avenue,871 5 Avenue,Brooklyn,Brooklyn,3.0,11232.0,40.651554,-74.002306,983610.2598,176655.1435,3339248,3009030180,307.0,38,8800,BK34,0101000020110F00007E675FC1D26C5FC1EB7F5541CEEC5241,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
34650,0101000020E6100000126BF129007952C0FC523F6F2A624440,,20315,5401023.0,,Jamaica,78-15,Grand Central Parkway Sr North,78-15 Grand Central Parkway Sr North,East Elmhurst,Queens,4.0,11370.0,40.76692,-73.890635,1014544.503,218705.4239,4449336,4010107501,401.0,22,31700,QN72,0101000020110F00008FB334F7AE605FC11749E1BD59FD5241,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
34709,0101000020E61000008F6E8445458C52C0D7DF12807F444440,,117637,,,Hugenot Avenue Park & Ride,,,Hugenot Ave & Drumgoole Rd E,Staten Island,Staten Island,5.0,10312.0,40.535140999999996,-74.191728,930955.9999,134301.0001,,,503.0,51,17005,SI01,0101000020110F0000C83A73586A815FC13CFDFCBE23DC5241,Transportation,Parking Lots and Garages,Public Park and Ride Lot,,,,,,,,Public,NYC Department of Transportation,NYCDOT,NYSDOT: State,NYS Department of Transportation,NYSDOT,,NYSDOT,NYSDOT: Selected Facilities and Program Sites Database,NYSDOT: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,NYSDOT: 2015-03-01,nysdot_facilities_sfpsd,Core Infrastructure and Transportation
34739,0101000020E61000000DC51D6FF27852C0FA0E7EE200704440,3975,105018,5401019.0,,Concourse,3119,Jerome Ave &  204 St,3119 Jerome Ave &  204 St,Bronx,Bronx,2.0,10468.0,40.875027,-73.889797,1014727.0,258092.9999,,2032470110;2032510101,207.0,11,40900,BX28,0101000020110F00004D3FEBA497605FC152754A67E10C5341,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
35033,0101000020E610000018080264E87A52C0B328ECA2E85B4440,,132566,5302405002.0,,Grand Ave Depot,48-05,Grand Avenue,48-05 Grand Avenue,Maspeth,Queens,4.0,11378.0,40.718037,-73.920434,1006306.287,200886.9212,4058955,4026020001,405.0,30,21900,QN31,0101000020110F000009409D44EC635FC138E1562E56F65241,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
35065,0101000020E6100000D3BD4EEACB7552C0D252793BC2694440,,112919,5303210001.0,,Gvc II Para Parking Facility,905,Brush Avenue,905 Brush Avenue,Bronx,Bronx,2.0,10465.0,40.826240000000006,-73.840571,1028372.973,240339.0585,2079871,2055410200,210.0,13,9000,BX09,0101000020110F0000ACE5DEB03D5B5FC13E457472DE055341,Transportation,Bus Depots and Terminals,MTA Paratransit Vehicle Depot,,,,,,,,Non-public,Proprietary,Non-public,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
35181,0101000020E6100000F50F2219727152C0C9207711A65A4440,94718,159935,5405003.0,,Hillside Yard,182-53,Liberty Avenue,182-53 Liberty Avenue,Saint Albans,Queens,4.0,11412.0,40.708193,-73.772589,1047299.0,197372.0,,,412.0,27,44400,QN61,0101000020110F0000FCD2AFC2D9535FC18C25B0C0ECF45241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
35276,0101000020E61000002D5C5661337A52C03AB2F2CB60664440,,135253,5402052.0,,NYCT Facility,100,Locust Avenue,100 Locust Avenue,Bronx,Bronx,2.0,10454.0,40.799828999999995,-73.909386,1009337.804,230689.2427,2117493,2025950001,201.0,17,1900,BX39,0101000020110F0000B221B8CDB8625FC11711E64A13025341,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA;NYCDCAS;NYPD,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
35398,0101000020E6100000130B7C45B77C52C0CF15A584605F4440,129560;129552,129549,5405001.0,,Arch Street Yard,46-30,21 Street,46-30 21 Street,Long Island City,Queens,4.0,11101.0,40.745133,-73.948686,998468.6213,210752.8837,4000482,4000560051,402.0,26,700,QN31,0101000020110F000053A48084FE665FC1782C8C4D39FA5241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
35419,0101000020E610000010B1C1C2497452C0CE8AA8893E594440,90151;90159,40677,5405008.0,,Morris Park Yard,,,Van Wyck Expressway,Richmond Hill,Queens,4.0,11418.0,40.697221,-73.817002,1034994.0,193345.9998,4602536,4093750058;4093750205;4093750350,409.0,29,14202,QN54,0101000020110F0000F008C5C4AD585FC16A3BDDF859F35241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
35481,0101000020E61000000DC17119377152C06AA2CF4719594440,94428;94429,94427,5405017.0,,Dunkirk/St Albans Yard,,,Dunkirk Street,Saint Albans,Queens,4.0,11412.0,40.696084,-73.76898800000001,1048309.0,192963.0,4220018,4103150101;4103150161;4103150163,412.0,27,42400,QN08,0101000020110F00005B3B8D8B75535FC1B8A29F3C30F35241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
35644,0101000020E61000004F0306499F7B52C0371B2B31CF664440,,155849,5302111001.0,,126th St Depot,2460,2 Avenue,2460 2 Avenue,New York,Manhattan,1.0,10035.0,40.803197999999995,-73.931597,1003187.483,231911.0147,1054802,1018030001,111.0,8,24200,MN34,0101000020110F0000B519D2EE22655FC147EDE9268F025341,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
36078,0101000020E61000000932022A1C7F52C06D01A1F5F0614440,,167499,5402053.0,,NYCT Facility,333,West   53 Street,333 West   53 Street,New York,Manhattan,1.0,10019.0,40.765166,-73.986094,988102.2215,218047.5124,1025391,1010440003,104.0,3,13300,MN15,0101000020110F0000C3CCD4930F6B5FC131CF924A19FD5241,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
36171,0101000020E61000006153E751F17D52C0B8CA13083B574440,163275;86855;26362;39814;168141;86854,119096,5405011.0,,Vd Yard,516,Vanderbilt Avenue,516 Vanderbilt Avenue,Brooklyn,Brooklyn,3.0,11238.0,40.681489,-73.967854,993165.9999,187562.9999,,3011200001;3011200019;3011200028;3011200035;3011210001;3011210042;3011210047,302.0,35,16300,BK64,0101000020110F00000615E9F513695FC193A3809118F15241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
36290,0101000020E61000003AE7A7380E7A52C0A7B1BD16F44E4440,,181322,5303318002.0,,Star Cruiser Para,2210,East   69 Street,2210 East   69 Street,Brooklyn,Brooklyn,3.0,11234.0,40.616824,-73.90711800000001,1010036.4920000001,164015.797,3237828,3084370036,318.0,46,70600,BK45,0101000020110F000027F878AF79625FC1FAD38DA1D4E75241,Transportation,Bus Depots and Terminals,MTA Paratransit Vehicle Depot,,,,,,,,Non-public,Proprietary,Non-public,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
36380,0101000020E61000007CD6355A0E7A52C04FE78A5242604440,,116203,5402073.0,,NYCT Facility,33-33,54 Street,33-33 54 Street,Woodside,Queens,4.0,11377.0,40.752024,-73.907126,1009982.182,213273.0141,4027261,4011930077,402.0,26,25500,QN63,0101000020110F000071D677E879625FC1C697E97136FB5241,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
36407,0101000020E6100000F10F5B7A347C52C0D272A087DA624440,,114722,,,Lighthouse Park,40,River Road,40 River Road,New York,Manhattan,1.0,10044.0,40.772294,-73.940703,1000674.0,220650.0,,1013730001,108.0,5,23802,MN31,0101000020110F000095F0095A20665FC1A8F60E381FFE5241,Parks and Plazas,Parks,City-State Park,,,,,RIOC: 3.350,RIOC: Acres,City Owned,Public,Roosevelt Island Operating Corporation,RIOC,RIOC: State,Roosevelt Island Operating Corporation,RIOC,NYCDEP;NYCDOE;NYCFDNY,NYCDCAS;RIOC,NYCDCAS: City Owned and Leased Properties;RIOC: Selected Facilities and Program Sites Database,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;RIOC: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,NYCDCAS: 2017-06-01;RIOC: 2015-03-01,dcas_facilities_colp;rioc_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
36452,0101000020E61000007CD6355A0E7A52C04FE78A5242604440,,55602,5402090.0,,NYCT Facility,33-33,54 Street,33-33 54 Street,Woodside,Queens,4.0,11377.0,40.752024,-73.907126,1009982.182,213273.0141,4027261,4011930077,402.0,26,25500,QN63,0101000020110F000071D677E879625FC1C697E97136FB5241,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
